numObra,nombreObra,municipio,localidad,ejecutor,promotor,fondo,noOficAprob,fechaAprob,montoExp,totalContratado,montoFed,montoEst,montoMpal,montoBenef,montoOtro,aprobado,ejercido,contratista,rfc,numContrato,fechaInicioContrato,fechaTerminoContrato,edoProyecto,avanceFisico,cantMetas,metas,cantBenef,beneficiarios,modalidad,programa,subprograma,tipoProyecto,fechaAvance,tipoLocalidad,ejer,agrupador,componente,idCajón,cajón,montoCajon,idExpediente,ultimoAprobado,fechaCajón,fed,est,mpal,benef,otro,contratado,montoConvenio,anticipo,montoAnticipo,firmaContrato,tipoConcurso,folioHacienda,programaGs,capitalFed,prodFinFed,capitalEst,prodFinEst,capitalMpal,prodFinMpal,capitalOtro,prodFinOtro,cuenta,banco,idFondo,pagado,enTransito,paripassu,fechaFallo,macroagrupador,macrocomponente,fecha1aAprob,acumAprobado,acumEjercido,ejecutor2,terminoConvenio,fechaFatal,idProgSieggeq,idCompSieggeq,idActivSieggeq,descProgSieggeq,descCompSieggeq,descActivSieggeq,ff,tipoRegul,ejerAnterior,ejerActual,pptoActual,tipo,terminoAdmContrato,clasifPlan,nr,ejerMacrocomp,estatus
2018-00057,HOMBRO CON HOMBRO POR TU VIVIENDA SERVICIOS B�?SICOS CON TECNOLOG�?AS ALTERNATIVAS,ALCANCE ESTATAL,ALCANCE ESTATAL,SEDESOQ,SEDESOQ,GEQ PA 2018,2018GEQ02336,26/11/2018,8874000,0,0,8874000,0,0,0,8874000,8874000,,,,,,TERMINADO,100,3000,UNIDADES,3000,PERSONAS,ADMINISTRACION,MEJORAMIENTO DE VIVIENDA,REHABILITACION DE VIVIENDA,RURAL,05/12/2018,ZONA URBANA,2018,VIVIENDA,SEDESOQ,3649,HOMBRO CON HOMBRO POR TU VIVIENDA ,8874000,1417,8874000,26/11/2018,0,100,0,0,0,0,0,0,0,,,,,,,,,,,,,111156950,BANCOMER,4002,8874000,0,NO APLICA,,APOYOS PARA CONSTRUCCIÓN,VIVIENDA,24/01/2018,8874000,8874000,SEDESOQ,,29/03/2019,41151U0605,1,3,PROGRAMA HOMBRO CON HOMBRO POR UNA VIVIENDA DIGNA.,APOYOS HOMBRO CON HOMBRO PARA EL MEJORAMIENTO DE VIVIENDA OTORGADOS,ADQUISICIÓN DE MATERIALES Y APOYOS PARA ENTREGAR A POBLACIÓN BENEFICIARIA DE MEJORAMIENTO DE VIVIENDA.,F18,,8874000,0,0,A,,VIVIENDA,3649F18,2017,AC
2018-00058,PROYECTOS PRODUCTIVOS CONVOCATORIA GENERAL EJERCICIO FISCAL 2018,ALCANCE ESTATAL,ALCANCE ESTATAL,SEDESOQ,SEDESOQ,GEQ PA 2018,2018GEQ01764,04/09/2018,4480000,0,0,4480000,0,0,0,4480000,4480000,,,,,,TERMINADO,100,75,APOYOS,75,PERSONAS,ADMINISTRACION,ASISTENCIA SOCIAL Y SERVICIOS COMUNITARIOS,PROGRAMAS ESPECIALES,PROGRAMAS ESPECIALES,05/12/2018,ZONA URBANA,2018,ASISTENCIA SOCIAL,SEDESOQ,3063,PROYECTOS PRODUCTIVOS CONVOCATORIA GENERAL EJERCICIO FISCAL 2018,4480000,1394,4480000,04/09/2018,0,100,0,0,0,0,0,0,0,,,,,,,,,,,,,111156950,BANCOMER,4002,4480000,0,NO APLICA,,PROYECTOS PRODUCTIVOS,ASISTENCIA SOCIAL,24/01/2018,4480000,4480000,SEDESOQ,,,41161U0603,4,5,PROGRAMA HOMBRO CON HOMBRO FORTALECIENDO EL DESARROLLO INTEGRAL COMUNITARIO.,APOYOS HOMBRO CON HOMBRO A PROYECTOS PRODUCTIVOS OTORGADOS,ENTREGA DE APOYOS A PROYECTOS PRODUCTIVOS ,F18,,4480000,0,0,A,,GRUPOS VULNERABLES,3063F18,2016,AC
2018-00059,JORNADAS COMUNITARIAS HOMBRO CON HOMBRO,ALCANCE ESTATAL,ALCANCE ESTATAL,SEDESOQ,SEDESOQ,GEQ PA 2018,2019GEQ00131,14/01/2019,5088132.57,0,0,5088132.57,0,0,0,5088132.57,5088132.57,,,,,,TERMINADO,35,20,EVENTO,7500,PERSONAS,ADMINISTRACION,ASISTENCIA SOCIAL Y SERVICIOS COMUNITARIOS,DESARROLLO COMUNITARIO,REHABILITACION,22/02/2018,ZONA URBANA,2018,ASISTENCIA SOCIAL,SEDESOQ,4033,JORNADAS COMUNITARIAS HOMBRO CON HOMBRO,5088132.57,1414,5088132.57,14/01/2019,0,100,0,0,0,0,0,0,0,,,,,,,,,,,,,111156950,BANCOMER,4002,5088132.57,0,NO APLICA,,APOYOS VARIOS,ASISTENCIA SOCIAL,24/01/2018,5088132.57,5088132.57,SEDESOQ,,29/03/2019,41161U0603,6,5,PROGRAMA HOMBRO CON HOMBRO FORTALECIENDO EL DESARROLLO INTEGRAL COMUNITARIO.,SERVICIO DE PROMOCIÓN DE RESPONSABILIDAD SOCIAL ENTREGADO,REALIZACIÓN DE ACTIVIDADES DE MEJORAMIENTO SOCIAL CON VOLUNTARIADO,F18,,5088132.57,0,0,A,,GRUPOS VULNERABLES,4033F18,2016,AC
2018-00061,PROYECTOS PRODUCTIVOS CONVOCATORIA PARA MUJERES EJERCICIO FISCAL 2018,ALCANCE ESTATAL,ALCANCE ESTATAL,SEDESOQ,SEDESOQ,GEQ PA 2018,2018GEQ00061,24/01/2018,4000000,0,0,4000000,0,0,0,4000000,4000000,,,,,,TERMINADO,100,54,APOYOS,54,PERSONAS,ADMINISTRACION,ASISTENCIA SOCIAL Y SERVICIOS COMUNITARIOS,PROGRAMAS ESPECIALES,PROGRAMAS ESPECIALES,05/12/2018,ZONA URBANA,2018,ASISTENCIA SOCIAL,SEDESOQ,1189,PROYECTOS PRODUCTIVOS CONVOCATORIA PARA MUJERES EJERCICIO FISCAL 2018,4000000,1418,4000000,24/01/2018,0,100,0,0,0,0,0,0,0,,,,,,,,,,,,,111156950,BANCOMER,4002,4000000,0,NO APLICA,,PROYECTOS PRODUCTIVOS,ASISTENCIA SOCIAL,24/01/2018,4000000,4000000,SEDESOQ,,,41161U0603,4,5,PROGRAMA HOMBRO CON HOMBRO FORTALECIENDO EL DESARROLLO INTEGRAL COMUNITARIO.,APOYOS HOMBRO CON HOMBRO A PROYECTOS PRODUCTIVOS OTORGADOS,ENTREGA DE APOYOS A PROYECTOS PRODUCTIVOS ,F18,,4000000,0,0,A,,GRUPOS VULNERABLES,1189F18,2016,AC
2018-00063,HOMBRO CON HOMBRO POR TU VIVIENDA CUARTO ADICIONAL,ALCANCE ESTATAL,ALCANCE ESTATAL,SEDESOQ,SEDESOQ,GEQ PA 2018,2018GEQ02337,26/11/2018,37230618.1,0,0,37230618.1,0,0,0,37230618.1,37230618.1,,,,,,TERMINADO,100,700,UNIDADES,700,PERSONAS,ADMINISTRACION,MEJORAMIENTO DE VIVIENDA,AMPLIACION DE VIVIENDA,RURAL,05/12/2018,ZONA URBANA,2018,VIVIENDA,SEDESOQ,3650,HOMBRO CON HOMBRO POR TU VIVIENDA ,37230618.1,1407,37230618.1,26/11/2018,0,100,0,0,0,0,0,0,0,,,,,,,,,,,,,111156950,BANCOMER,4002,37230618.1,0,NO APLICA,,APOYOS PARA CONSTRUCCIÓN,VIVIENDA,24/01/2018,37230618.1,37230618.1,SEDESOQ,,29/03/2019,41151U0605,1,3,PROGRAMA HOMBRO CON HOMBRO POR UNA VIVIENDA DIGNA.,APOYOS HOMBRO CON HOMBRO PARA EL MEJORAMIENTO DE VIVIENDA OTORGADOS,ADQUISICIÓN DE MATERIALES Y APOYOS PARA ENTREGAR A POBLACIÓN BENEFICIARIA DE MEJORAMIENTO DE VIVIENDA.,F18,,37230618.1,0,0,A,,VIVIENDA,3650F18,2017,AC
2018-00064,HOMBRO CON HOMBRO POR TU VIVIENDA REHABILITACIÓN,ALCANCE ESTATAL,ALCANCE ESTATAL,SEDESOQ,SEDESOQ,GEQ PA 2018,2018GEQ02111,25/10/2018,31271411.97,0,0,31271411.97,0,0,0,31271411.97,31271411.97,,,,,,TERMINADO,100,2200,UNIDADES,2200,PERSONAS,ADMINISTRACION,MEJORAMIENTO DE VIVIENDA,REHABILITACION DE VIVIENDA,RURAL,05/12/2018,ZONA URBANA,2018,VIVIENDA,SEDESOQ,3424,HOMBRO CON HOMBRO POR TU VIVIENDA ,31271411.97,1411,31271411.97,25/10/2018,0,100,0,0,0,0,0,0,0,,,,,,,,,,,,,111156950,BANCOMER,4002,31271411.97,0,NO APLICA,,APOYOS PARA CONSTRUCCIÓN,VIVIENDA,24/01/2018,31271411.97,31271411.97,SEDESOQ,,29/03/2019,41151U0605,1,3,PROGRAMA HOMBRO CON HOMBRO POR UNA VIVIENDA DIGNA.,APOYOS HOMBRO CON HOMBRO PARA EL MEJORAMIENTO DE VIVIENDA OTORGADOS,ADQUISICIÓN DE MATERIALES Y APOYOS PARA ENTREGAR A POBLACIÓN BENEFICIARIA DE MEJORAMIENTO DE VIVIENDA.,F18,,31271411.97,0,0,A,,VIVIENDA,3424F18,2017,AC
2018-00065,HOMBRO CON HOMBRO POR TU VIVIENDA CUARTO ADULTO MAYOR,ALCANCE ESTATAL,ALCANCE ESTATAL,SEDESOQ,SEDESOQ,GEQ PA 2018,2018GEQ02338,26/11/2018,42560944.27,0,0,42560944.27,0,0,0,42560944.27,42560944.27,,,,,,TERMINADO,100,600,UNIDADES,600,PERSONAS,ADMINISTRACION,MEJORAMIENTO DE VIVIENDA,AMPLIACION DE VIVIENDA,RURAL,05/12/2018,ZONA URBANA,2018,ASISTENCIA SOCIAL,SEDESOQ,3651,HOMBRO CON HOMBRO POR TU VIVIENDA ,42560944.27,1410,42560944.27,26/11/2018,0,100,0,0,0,0,0,0,0,,,,,,,,,,,,,111156950,BANCOMER,4002,42560944.27,0,NO APLICA,,APOYOS PARA CONSTRUCCIÓN,ASISTENCIA SOCIAL,24/01/2018,42560944.27,42560944.27,SEDESOQ,,29/03/2019,41151U0605,1,3,PROGRAMA HOMBRO CON HOMBRO POR UNA VIVIENDA DIGNA.,APOYOS HOMBRO CON HOMBRO PARA EL MEJORAMIENTO DE VIVIENDA OTORGADOS,ADQUISICIÓN DE MATERIALES Y APOYOS PARA ENTREGAR A POBLACIÓN BENEFICIARIA DE MEJORAMIENTO DE VIVIENDA.,F18,,42560944.27,0,0,A,,VIVIENDA,3651F18,2016,AC
2018-00066,HOMBRO CON HOMBRO PROYECTOS PRODUCTIVOS CONVOCATORIA PARA MIGRANTES EJERCICIO 2018,ALCANCE ESTATAL,ALCANCE ESTATAL,SEDESOQ,SEDESOQ,GEQ PA 2018,2018GEQ00066,24/01/2018,1466292,0,0,1466292,0,0,0,1466292,1466292,,,,,,TERMINADO,100,25,APOYOS,25,PERSONAS,ADMINISTRACION,ASISTENCIA SOCIAL Y SERVICIOS COMUNITARIOS,PROGRAMAS ESPECIALES,PROGRAMAS ESPECIALES,10/09/2018,ZONA URBANA,2018,ASISTENCIA SOCIAL,SEDESOQ,1192,HOMBRO CON HOMBRO PROYECTOS PRODUCTIVOS CONVOCATORIA PARA MIGRANTES EJERCICIO 2018,1466292,1409,1466292,24/01/2018,0,100,0,0,0,0,0,0,0,,,,,,,,,,,,,111156950,BANCOMER,4002,1466292,0,NO APLICA,,PROYECTOS PRODUCTIVOS,ASISTENCIA SOCIAL,24/01/2018,1466292,1466292,SEDESOQ,,,41161U0603,4,5,PROGRAMA HOMBRO CON HOMBRO FORTALECIENDO EL DESARROLLO INTEGRAL COMUNITARIO.,APOYOS HOMBRO CON HOMBRO A PROYECTOS PRODUCTIVOS OTORGADOS,ENTREGA DE APOYOS A PROYECTOS PRODUCTIVOS ,F18,,1466292,0,0,A,,GRUPOS VULNERABLES,1192F18,2016,AC
2018-00067,HOMBRO CON HOMBRO TRANSPORTE ESCOLAR CONSUMIBLES Y MATERIALES,ALCANCE ESTATAL,ALCANCE ESTATAL,SEDESOQ,SEDESOQ,GEQ PA 2018,2019GEQ00385,25/01/2019,21273997.51,0,0,21273997.51,0,0,0,21273997.51,21273997.51,,,,,,TERMINADO,100,13500,TRASLADO,13500,PERSONAS,ADMINISTRACION,ESTIMULOS A LA EDUCACION,TRANSPORTE ESCOLAR,TRANSPORTE ESCOLAR,03/01/2019,ZONA URBANA,2018,EDUCACION,TRANSPORTE ESCOLAR,4325,HOMBRO CON HOMBRO TRANSPORTE ESCOLAR ,21273997.51,1416,21273997.51,25/01/2019,0,100,0,0,0,0,0,0,0,,,,,,,,,,,,,111156950,BANCOMER,4002,21273997.51,0,NO APLICA,,TRANSPORTE ESCOLAR,TRANSPORTE ESCOLAR,24/01/2018,21273997.51,21273997.51,SEDESOQ,,31/12/2019,41181U0604,1,3,PROGRAMA HOMBRO CON HOMBRO POR LA EDUCACIÓN.,SERVICIO DE TRANSPORTE ESCOLAR HOMBRO CON HOMBRO OTORGADO,MANTENIMIENTO Y REVISIÓN DE UNIDADES DE TRANSPORTE ESCOLAR,F18,,21273997.51,0,0,A,,EDUCACION,4325F18,2016,AC
2018-00068,HOMBRO CON HOMBRO TRANSPORTE ESCOLAR ,ALCANCE ESTATAL,ALCANCE ESTATAL,SEDESOQ,SEDESOQ,ISN 2018-2,2019GEQ01884,30/08/2019,2977717.56,0,0,2977717.56,0,0,0,2977717.56,2977717.56,,,,,,TERMINADO,100,13500,TRASLADO,13500,PERSONAS,ADMINISTRACION,ESTIMULOS A LA EDUCACION,APOYO A LA EDUCACION SUPERIOR,APOYO A LA EDUCACION SUPERIOR,07/02/2019,ZONA URBANA,2018,EDUCACION,TRANSPORTE ESCOLAR,5991,HOMBRO CON HOMBRO TRANSPORTE ESCOLAR ,2977717.56,1421,35732610.72,30/08/2019,0,100,0,0,0,0,0,0,0,,,,,,,,,,,,,65507102974,SANTANDER,4070,35732610.72,0,NO APLICA,,TRANSPORTE ESCOLAR,TRANSPORTE ESCOLAR,24/01/2018,35732610.72,35732610.72,SEDESOQ,,31/12/2019,41181U0604,1,4,PROGRAMA HOMBRO CON HOMBRO POR LA EDUCACIÓN.,SERVICIO DE TRANSPORTE ESCOLAR HOMBRO CON HOMBRO OTORGADO,PRESTACIÓN DEL SERVICIO DE TRANSPORTE ESCOLAR EN EL ESTADO.,92P,,0,2977717.56,2977717.56,A,,EDUCACION,599192P,2016,AC
2018-00068,HOMBRO CON HOMBRO TRANSPORTE ESCOLAR ,ALCANCE ESTATAL,ALCANCE ESTATAL,SEDESOQ,SEDESOQ,GEQ PA 2018,2019GEQ01884,30/08/2019,32754893.16,0,0,32754893.16,0,0,0,32754893.16,32754893.16,,,,,,TERMINADO,100,13500,TRASLADO,13500,PERSONAS,ADMINISTRACION,ESTIMULOS A LA EDUCACION,APOYO A LA EDUCACION SUPERIOR,APOYO A LA EDUCACION SUPERIOR,07/02/2019,ZONA URBANA,2018,EDUCACION,TRANSPORTE ESCOLAR,1194,HOMBRO CON HOMBRO TRANSPORTE ESCOLAR ,32754893.16,1421,35732610.72,24/01/2018,0,100,0,0,0,0,0,0,0,,,,,,,,,,,,,111156950,BANCOMER,4002,35732610.72,0,NO APLICA,,TRANSPORTE ESCOLAR,TRANSPORTE ESCOLAR,24/01/2018,35732610.72,35732610.72,SEDESOQ,,31/12/2019,41181U0604,1,4,PROGRAMA HOMBRO CON HOMBRO POR LA EDUCACIÓN.,SERVICIO DE TRANSPORTE ESCOLAR HOMBRO CON HOMBRO OTORGADO,PRESTACIÓN DEL SERVICIO DE TRANSPORTE ESCOLAR EN EL ESTADO.,F18,2,32754893.16,0,0,A,,EDUCACION,1194F18,2016,REG01
2018-00069,DICTAMINACIÓN PARA EL EJERCICIO PRESUPUESTAL Y DEL CUMPLIMIENTO DE METAS Y OBJETIVOS PROYECTOS PRODUCTIVOS ,ALCANCE ESTATAL,ALCANCE ESTATAL,SEDESOQ,SEDESOQ,GEQ PA 2018,2018GEQ00069,24/01/2018,533708,0,0,533708,0,0,0,533708,533708,,,,,,TERMINADO,100,11,APOYOS,11,PERSONAS,ADMINISTRACION,ASISTENCIA SOCIAL Y SERVICIOS COMUNITARIOS,PROGRAMAS ESPECIALES,PROGRAMAS ESPECIALES,19/12/2018,ZONA URBANA,2018,ASISTENCIA SOCIAL,SEDESOQ,1195,DICTAMINACIÓN PARA EL EJERCICIO PRESUPUESTAL Y DEL CUMPLIMIENTO DE METAS Y OBJETIVOS PROYECTOS PRODUCTIVOS ,533708,1281,533708,24/01/2018,0,100,0,0,0,0,0,0,0,,,,,,,,,,,,,111156950,BANCOMER,4002,533708,0,NO APLICA,,PROYECTOS PRODUCTIVOS,ASISTENCIA SOCIAL,24/01/2018,533708,533708,SEDESOQ,,29/03/2019,41161U0603,4,5,PROGRAMA HOMBRO CON HOMBRO FORTALECIENDO EL DESARROLLO INTEGRAL COMUNITARIO.,APOYOS HOMBRO CON HOMBRO A PROYECTOS PRODUCTIVOS OTORGADOS,ENTREGA DE APOYOS A PROYECTOS PRODUCTIVOS ,F18,,533708,0,0,A,,GRUPOS VULNERABLES,1195F18,2016,AC
2018-00070,HOMBRO CON HOMBRO VOLUNTARIADO,ALCANCE ESTATAL,ALCANCE ESTATAL,SEDESOQ,SEDESOQ,GEQ PA 2018,2019GEQ00132,14/01/2019,2514967,0,0,2514967,0,0,0,2514967,2514967,,,,,,TERMINADO,95,40,ACCIONES,400,PERSONAS,ADMINISTRACION,ASISTENCIA SOCIAL Y SERVICIOS COMUNITARIOS,PROGRAMAS ESPECIALES,PROGRAMAS ESPECIALES,10/12/2018,ZONA URBANA,2018,ASISTENCIA SOCIAL,SEDESOQ,4034,HOMBRO CON HOMBRO VOLUNTARIADO,2514967,1402,2514967,14/01/2019,0,100,0,0,0,0,0,0,0,,,,,,,,,,,,,111156950,BANCOMER,4002,2514967,0,NO APLICA,,APOYOS VARIOS,ASISTENCIA SOCIAL,24/01/2018,2514967,2514967,SEDESOQ,,29/03/2019,41161U0603,6,5,PROGRAMA HOMBRO CON HOMBRO FORTALECIENDO EL DESARROLLO INTEGRAL COMUNITARIO.,SERVICIO DE PROMOCIÓN DE RESPONSABILIDAD SOCIAL ENTREGADO,REALIZACIÓN DE ACTIVIDADES DE MEJORAMIENTO SOCIAL CON VOLUNTARIADO,F18,,2514967,0,0,A,,GRUPOS VULNERABLES,4034F18,2016,AC
2018-00071,HOMBRO CON HOMBRO SEGUIMIENTO Y ATENCIÓN DE POBLACIÓN VULNERABLE 2018. ,ALCANCE ESTATAL,ALCANCE ESTATAL,SEDESOQ,SEDESOQ,GEQ PA 2018,2018GEQ00095,24/01/2018,20606665,0,0,20606665,0,0,0,20606665,20606665,,,,,,TERMINADO,95,1,PERSONA,200000,PERSONAS,ADMINISTRACION,ASISTENCIA SOCIAL Y SERVICIOS COMUNITARIOS,PROGRAMAS ESPECIALES,PROGRAMAS ESPECIALES,10/12/2018,ZONA URBANA,2018,ASISTENCIA SOCIAL,SEDESOQ,1221,HOMBRO CON HOMBRO SEGUIMIENTO Y ATENCIÓN DE POBLACIÓN VULNERABLE 2018. ,20606665,1420,20606665,24/01/2018,0,100,0,0,0,0,0,0,0,,,,,,,,,,,,,111156950,BANCOMER,4002,20606665,0,NO APLICA,,APOYOS VARIOS,ASISTENCIA SOCIAL,24/01/2018,20606665,20606665,SEDESOQ,,29/03/2019,41161U0603,6,6,PROGRAMA HOMBRO CON HOMBRO FORTALECIENDO EL DESARROLLO INTEGRAL COMUNITARIO.,SERVICIO DE PROMOCIÓN DE RESPONSABILIDAD SOCIAL ENTREGADO,SEGUIMIENTO Y EVALUACIÓN DE LAS ACCIONES DE PROMOCIÓN DE RESPONSABILIDAD SOCIAL,F18,,20606665,0,0,A,,GRUPOS VULNERABLES,1221F18,2016,AC
2018-00072,"URBANIZACIÓN DE CALLES EN LAS COLONIAS LOS GIRASOLES Y SAN PABLO EN EL MUNICIPIO DE QUERÉTARO,QRO.",QUERETARO,SANTIAGO DE QUERETARO,SDUOP,SDUOP,FAFEF 2018,2018GEQ02490,18/12/2018,8922990.29,9007730.14,8922990.29,0,0,0,0,8922990.29,8922990.29,GRUPO MENRO DESARROLLADOR INMOBILIARIO S.A. DE C.V.,GMD110411RE3,SDUOP-SPC-EST-010-IR-0-OP-02-2018,22/02/2018,18/04/2018,TERMINADO,100,1881,METROS LINEALES,6500,PERSONAS,CONTRATO,URBANIZACION,CONSTRUCCION DE CALLES,CONSTRUCCION DE CALLES,13/12/2018,ZONA URBANA,2018,DESARROLLO URBANO,SDUOP,3805,"URBANIZACIÓN DE CALLES EN LAS COLONIAS LOS GIRASOLES Y SAN PABLO EN EL MUNICIPIO DE QUERÉTARO,QRO.",8922990.29,1583,8922990.29,18/12/2018,100,0,0,0,0,9007730.14,0,30,2702319.04,15/02/2018,INVITACIÓN RESTRINGIDA,,,,,,,,,,,3505296897,SCOTIABANK,4001,6220671.25,2702319.04,NO APLICA,15/02/2018,URBANIZACIÓN,HOMBRO CON HOMBRO QRO. SDUOP 2018,24/01/2018,8922990.29,8922990.29,SDUOP,13/01/2019,31/12/2018,43341B0051,2,3,PROGRAMA DE CONSTRUCCIÓN DE OBRA PÚBLICA Y MOVILIDAD SUSTENTABLE,"CONSTRUCCIÓN, MEJORAMIENTO Y REHABILITACIÓN DE INFRAESTRUCTURA PARA LA MOVILIDAD SUSTENTABLE","ELABORACIÓN DE PROYECTOS DE INGENIER�?A PARA LA CONSTRUCCIÓN, MEJORAMIENTO Y REHABILITACIÓN DE INFRAESTRUCTURA PARA LA MOVILIDAD SUSTENTABLE  ",26O,,8922990.29,0,0,O,09/05/2018,INFRAESTRUCTURA,380526O,2018,AC
2018-00073,"URBANIZACIÓN DE CALLES EN LAS COLONIAS: LOMAS DE SAN PEDRITO PEÑUELAS NORTE,  LOMAS DE SAN PEDRITO PEÑUELAS SUR, BOSQUES DE LA HACIENDA AMPLIACIÓN Y JARDINES DE LA ALBORADA EN EL MUNICIPIO DE QUERÉTARO, QRO",QUERETARO,SANTIAGO DE QUERETARO,SDUOP,SDUOP,FAFEF 2018,2019GEQ00467,27/02/2019,30588845.93,31128105.78,30588845.93,0,0,0,0,30588845.93,30588845.93,GRUPO MENRO DESARROLLADOR INMOBILIARIO S.A. DE C.V.,GMD110411RE3,SDUOP-SPC-EST-021-IR-0-OP-02-2018,06/03/2018,10/06/2018,TERMINADO,100,9622.1,METROS LINEALES,13744,PERSONAS,CONTRATO,URBANIZACION,CONSTRUCCION DE CALLES,CONSTRUCCION DE CALLES,20/02/2019,ZONA URBANA,2018,DESARROLLO URBANO,SDUOP,4438,"URBANIZACIÓN DE CALLES EN LAS COLONIAS: LOMAS DE SAN PEDRITO PEÑUELAS NORTE,  LOMAS DE SAN PEDRITO PEÑUELAS SUR, BOSQUES DE LA HACIENDA AMPLIACIÓN Y JARDINES DE LA ALBORADA EN EL MUNICIPIO DE QUERÉTARO, QRO",30588845.93,1597,30588845.93,27/02/2019,100,0,0,0,0,31128105.78,0,30,9338431.73,27/02/2018,INVITACIÓN RESTRINGIDA,,,,,,,,,,,3505296897,SCOTIABANK,4001,21276318.03,9312527.9,NO APLICA,27/02/2018,URBANIZACIÓN,HOMBRO CON HOMBRO QRO. SDUOP 2018,24/01/2018,30588845.93,30588845.93,SDUOP,03/03/2019,29/03/2019,43341B0051,2,3,PROGRAMA DE CONSTRUCCIÓN DE OBRA PÚBLICA Y MOVILIDAD SUSTENTABLE,"CONSTRUCCIÓN, MEJORAMIENTO Y REHABILITACIÓN DE INFRAESTRUCTURA PARA LA MOVILIDAD SUSTENTABLE","ELABORACIÓN DE PROYECTOS DE INGENIER�?A PARA LA CONSTRUCCIÓN, MEJORAMIENTO Y REHABILITACIÓN DE INFRAESTRUCTURA PARA LA MOVILIDAD SUSTENTABLE  ",26O,,24111922.29,6476923.64,6476923.64,O,10/07/2018,INFRAESTRUCTURA,443826O,2018,AC
2018-00074,"ELECTRIFICACIÓN EN LAS COLONIAS SAN GREGORIO Y CONJUNTO HABITACIONAL SAN ROQUE EN EL MUNICIPIO DE QUERÉTARO, QRO.",QUERETARO,SANTIAGO DE QUERETARO,SDUOP,SDUOP,FAFEF 2018,2018GEQ01666,17/08/2018,2936287.85,2939458.42,2936287.85,0,0,0,0,2936287.85,2936287.85,CONSORCIO DE INGENIERIA PSI S.A.,CIP0004013B2,SDUOP-SPC-EST-008-IR-0-OP-02-2018,22/02/2018,18/04/2018,TERMINADO,100,1305,METROS LINEALES,4424,PERSONAS,CONTRATO,URBANIZACION,CONSTRUCCION DE CALLES,CONSTRUCCION DE CALLES,18/07/2018,ZONA URBANA,2018,DESARROLLO URBANO,SDUOP,2963,"ELECTRIFICACIÓN EN LAS COLONIAS SAN GREGORIO Y CONJUNTO HABITACIONAL SAN ROQUE EN EL MUNICIPIO DE QUERÉTARO, QRO.",2936287.85,1600,2936287.85,17/08/2018,100,0,0,0,0,2939458.42,0,30,881837.52,15/02/2018,INVITACIÓN RESTRINGIDA,,,,,,,,,,,3505296897,SCOTIABANK,4001,2054450.33,881837.52,NO APLICA,15/02/2018,URBANIZACIÓN,HOMBRO CON HOMBRO QRO. SDUOP 2018,24/01/2018,2936287.85,2936287.85,SDUOP,28/07/2018,,43341B0051,2,3,PROGRAMA DE CONSTRUCCIÓN DE OBRA PÚBLICA Y MOVILIDAD SUSTENTABLE,"CONSTRUCCIÓN, MEJORAMIENTO Y REHABILITACIÓN DE INFRAESTRUCTURA PARA LA MOVILIDAD SUSTENTABLE","ELABORACIÓN DE PROYECTOS DE INGENIER�?A PARA LA CONSTRUCCIÓN, MEJORAMIENTO Y REHABILITACIÓN DE INFRAESTRUCTURA PARA LA MOVILIDAD SUSTENTABLE  ",26O,,2936287.85,0,0,O,09/05/2018,INFRAESTRUCTURA,296326O,2018,AC
2018-00075,"URBANIZACIÓN DE CALLES EN LAS COLONIA LA ERA, LOS EUCALIPTOS, LOS MOLINOS Y LAS ROSAS EN EL MUNICIPIO DE QUERÉTARO, QRO.",QUERETARO,SANTIAGO DE QUERETARO,SDUOP,SDUOP,FAFEF 2018,2018GEQ02510,20/12/2018,31931321.39,32562786.12,31931321.39,0,0,0,0,31931321.39,31931321.39,ARREOLA BARRON MIGUEL,AEBM510730TT3,SDUOP-SPC-EST-009-IR-0-OP-02-2018,22/02/2018,20/06/2018,TERMINADO,100,3427,METROS LINEALES,6510,PERSONAS,CONTRATO,URBANIZACION,CONSTRUCCION DE CALLES,CONSTRUCCION DE CALLES,14/12/2018,ZONA URBANA,2018,DESARROLLO URBANO,SDUOP,3825,"URBANIZACIÓN DE CALLES EN LAS COLONIA LA ERA, LOS EUCALIPTOS, LOS MOLINOS Y LAS ROSAS EN EL MUNICIPIO DE QUERÉTARO, QRO.",31931321.39,1601,31931321.39,20/12/2018,100,0,0,0,0,32562786.12,0,30,9768835.83,15/02/2018,INVITACIÓN RESTRINGIDA,,,,,,,,,,,3505296897,SCOTIABANK,4001,22162485.56,9768835.83,NO APLICA,15/02/2018,URBANIZACIÓN,HOMBRO CON HOMBRO QRO. SDUOP 2018,24/01/2018,31931321.39,31931321.39,SDUOP,13/01/2019,31/12/2018,43341B0051,2,3,PROGRAMA DE CONSTRUCCIÓN DE OBRA PÚBLICA Y MOVILIDAD SUSTENTABLE,"CONSTRUCCIÓN, MEJORAMIENTO Y REHABILITACIÓN DE INFRAESTRUCTURA PARA LA MOVILIDAD SUSTENTABLE","ELABORACIÓN DE PROYECTOS DE INGENIER�?A PARA LA CONSTRUCCIÓN, MEJORAMIENTO Y REHABILITACIÓN DE INFRAESTRUCTURA PARA LA MOVILIDAD SUSTENTABLE  ",26O,,31931321.39,0,0,O,20/07/2018,INFRAESTRUCTURA,382526O,2018,AC
