id_obra,Num Obra,Nombre Obra,Municipio,Localidad,Ejecutor,Promotor,Fondo,No. Ofic_Aprob,Fecha Aprob,Monto Exp.,Total Contratado,Monto Fed,Monto Est,Monto Mpal,Monto Benef,Monto Otro,Aprobado,Ejercido,Contratista,RFC,Num. Contrato,Fecha_Inicio Contrato,Fecha_Termino Contrato,Edo. Proyecto,Avance Fisico,Cant. Metas,Metas,Cant. Benef,Beneficiarios,Modalidad,Programa,Subprograma,Tipo Proyecto,Fecha Avance,Tipo Localidad,Ejer,Agrupador,Componente,Id_Cajón,Cajón,Monto Cajon,Id_Expediente,Ultimo Aprobado,Fecha Cajón,Fed,Est,Mpal,Benef,Otro,Contratado,Monto Convenio,Anticipo,Monto Anticipo,Firma Contrato,Tipo Concurso,Folio Hacienda,Programa GS,Capital Fed,Prod Fin Fed,Capital Est,Prod Fin Est,Capital Mpal,Prod Fin Mpal,Capital Otro,Prod Fin Otro,Cuenta,Banco,Cve_Prog_SIEGGEQ,Descrip_Prog_SIEGGEQ,Cve_Comp_SIEGGEQ,Descrip_Comp_SIEGGEQ,Cve_Activ_SIEGGEQ,Descrip_Activ_SIEGGEQ,Fecha_Termino Convenio,FF,TIPO_REGUL,EJER_ANTERIOR,EJER_ACTUAL,PPTO_ACTUAL,TIPO,TERMINO ADMINISTRATIVO CONTRATO,Clasif Plan,MacroAgrupador,MacroComponente,Fecha Fatal,fecha_c,fecha_u_m
1121,2017-01001,APOYO A PRODUCTORES DEL MODULO DE RIEGO III (EJIDO LA PALMA) PARA LA ELABORACIÓN DE PROYECTO EJECUTIVO PARA LA TECNIFICACIÓN DEL RIEGO CON ENERGÍA FOTOVOLTAICA. ,PEDRO ESCOBEDO,"PALMA, LA",SEDEA,SEDEA,GEQ PA 2017,2017GEQ02091,11/14/2017,500000,0,0,500000,0,0,0,500000,500000,,,,\N,\N,TERMINADO,100,1,ESTUDIOS,40,PERSONAS,ADMINISTRACION,DESARROLLO DE AREAS DE RIEGO (PEQUEÑA IRRIGACION),ESTUDIOS Y PROYECTOS,ESTUDIOS Y PROYECTOS,12/22/2017,POBLADO RURAL,2017,DESARROLLO AGROPECUARIO,SEDEA,599,APOYO A PRODUCTORES DEL MODULO DE RIEGO III (EJIDO LA PALMA) PARA LA ELABORACIÓN DE PROYECTO EJECUTIVO PARA LA TECNIFICACIÓN DEL RIEGO CON ENERGÍA FOTOVOLTAICA. ,500000,1119,500000,11/13/2017,0,100,0,0,0,0,0,0,0,\N,,,,,,,,,,,,165999460177,BANREGIO,42241F0146,"PROGRAMA DE FOMENTO AL DESARROLLO AGROPECUARIO, FORESTAL Y PESCA",6,INFRAESTRUCTURA AGROPECUARIA,4,ENTREGA DE OBRAS Y APOYOS DE INFRAESTRUCTURA AGROPECUARIA.,\N,F01,\N,500000,0,0,A,\N,DESARROLLO AGROPECUARIO,APOYO A PRODUCTORES,PROGRAMAS SEDEA ESTATALES,\N,07/23/2019,
1122,2017-01002,FORTALECIMIENTO DEL RECURSO HUMANO DEL SECTOR AERONAUTICO,ALCANCE ESTATAL,ALCANCE ESTATAL,SEDESU,SEDESU,GEQ PA 2017,2017GEQ02092,11/14/2017,1000000,0,0,1000000,0,0,0,1000000,1000000,,,,\N,\N,TERMINADO,100,1,APOYOS,3,PERSONAS,ADMINISTRACION,FOMENTO A LA PRODUCCION Y PRODUCTIVIDAD,FOMENTO AL EMPLEO,FOMENTO AL EMPLEO,11/17/2017,ZONA URBANA,2017,DESARROLLO ECONOMICO Y SUSTENTABLE,SEDESU,586,FORTALECIMIENTO DEL RECURSO HUMANO DEL SECTOR AERONAUTICO,1000000,1143,1000000,11/13/2017,0,100,0,0,0,0,0,0,0,\N,,,,,,,,,,,,165999460177,BANREGIO,42211F0288,PROGRAMA DE DESARROLLO ECONÓMICO,6,APOYOS ECONÓMICOS OTORGADOS A LAS EMPRESAS PARA INCREMENTAR SU PRODUCTIVIDAD,4,GESTIÓN Y FORMALIZACIÓN DE RECURSOS.,\N,F01,\N,1000000,0,0,A,\N,DESARROLLO ECONOMICO,APOYO A EMPRESAS,"PROGRAMAS (FONDO DE COMPETITIVIDAD, FIPROE Y FORT. REGIONAL)",\N,07/23/2019,
1123,2017-01003,PROGRAMA INTEGRAL DE ESTIMULO Y FOMENTO AL DESARROLLO DE LAS CAPACIDADES DE LAS EMPRESAS DEL SECTOR AEROESPACIAL EN EL ESTADO DE QUERETARO,ALCANCE ESTATAL,ALCANCE ESTATAL,SEDESU,SEDESU,GEQ PA 2017,2017GEQ02093,11/14/2017,250000,0,0,250000,0,0,0,250000,250000,,,,\N,\N,TERMINADO,100,1,APOYOS,9,PERSONAS,ADMINISTRACION,FOMENTO A LA PRODUCCION Y PRODUCTIVIDAD,FOMENTO AL EMPLEO,FOMENTO AL EMPLEO,11/16/2017,ZONA URBANA,2017,DESARROLLO ECONOMICO Y SUSTENTABLE,SEDESU,587,PROGRAMA INTEGRAL DE ESTIMULO Y FOMENTO AL DESARROLLO DE LAS CAPACIDADES DE LAS EMPRESAS DEL SECTOR AEROESPACIAL EN EL ESTADO DE QUERETARO,250000,1150,250000,11/13/2017,0,100,0,0,0,0,0,0,0,\N,,,,,,,,,,,,165999460177,BANREGIO,42211F0288,PROGRAMA DE DESARROLLO ECONÓMICO,6,APOYOS ECONÓMICOS OTORGADOS A LAS EMPRESAS PARA INCREMENTAR SU PRODUCTIVIDAD,4,GESTIÓN Y FORMALIZACIÓN DE RECURSOS.,\N,F01,\N,250000,0,0,A,\N,DESARROLLO ECONOMICO,APOYO A EMPRESAS,"PROGRAMAS (FONDO DE COMPETITIVIDAD, FIPROE Y FORT. REGIONAL)",\N,07/23/2019,
1124,2017-01004,ESQUEMA DE VINCULACION INDUSTRIA-ACADEMIA PARA LA PREPARACION DEL PERSONAL TECNICO,ALCANCE ESTATAL,ALCANCE ESTATAL,SEDESU,SEDESU,GEQ PA 2017,2017GEQ02094,11/14/2017,500000,0,0,500000,0,0,0,500000,500000,,,,\N,\N,TERMINADO,100,1,APOYOS,55,PERSONAS,ADMINISTRACION,FOMENTO A LA PRODUCCION Y PRODUCTIVIDAD,FOMENTO AL EMPLEO,FOMENTO AL EMPLEO,11/16/2017,ZONA URBANA,2017,DESARROLLO ECONOMICO Y SUSTENTABLE,SEDESU,588,ESQUEMA DE VINCULACION INDUSTRIA-ACADEMIA PARA LA PREPARACION DEL PERSONAL TECNICO,500000,1158,500000,11/13/2017,0,100,0,0,0,0,0,0,0,\N,,,,,,,,,,,,165999460177,BANREGIO,42211F0288,PROGRAMA DE DESARROLLO ECONÓMICO,6,APOYOS ECONÓMICOS OTORGADOS A LAS EMPRESAS PARA INCREMENTAR SU PRODUCTIVIDAD,4,GESTIÓN Y FORMALIZACIÓN DE RECURSOS.,\N,F01,\N,500000,0,0,A,\N,DESARROLLO ECONOMICO,EMPLEO,"PROGRAMAS (FONDO DE COMPETITIVIDAD, FIPROE Y FORT. REGIONAL)",\N,07/23/2019,
1125,2017-01005,PROGRAMA DE CAPACITACION PARA PERSONAL CLAVE DE LA INDUSTRIA AUTOMOTRIZ EN EL ESTADO,ALCANCE ESTATAL,ALCANCE ESTATAL,SEDESU,SEDESU,GEQ PA 2017,2017GEQ02095,11/14/2017,200000,0,0,200000,0,0,0,200000,200000,,,,\N,\N,TERMINADO,100,1,APOYOS,35,PERSONAS,ADMINISTRACION,FOMENTO A LA PRODUCCION Y PRODUCTIVIDAD,FOMENTO AL EMPLEO,FOMENTO AL EMPLEO,11/16/2017,ZONA URBANA,2017,DESARROLLO ECONOMICO Y SUSTENTABLE,SEDESU,597,PROGRAMA DE CAPACITACION PARA PERSONAL CLAVE DE LA INDUSTRIA AUTOMOTRIZ EN EL ESTADO,200000,1160,200000,11/13/2017,0,100,0,0,0,0,0,0,0,\N,,,,,,,,,,,,165999460177,BANREGIO,42211F0288,PROGRAMA DE DESARROLLO ECONÓMICO,6,APOYOS ECONÓMICOS OTORGADOS A LAS EMPRESAS PARA INCREMENTAR SU PRODUCTIVIDAD,4,GESTIÓN Y FORMALIZACIÓN DE RECURSOS.,\N,F01,\N,200000,0,0,A,\N,DESARROLLO ECONOMICO,APOYO A EMPRESAS,"PROGRAMAS (FONDO DE COMPETITIVIDAD, FIPROE Y FORT. REGIONAL)",\N,07/23/2019,
1126,2017-01006,PROGRAMA DE CAPACITACION PARA EMPRENDEDORES QUE INCURSIONAN EN EL UNIVERSO DE POLIMEROS PARA EL FORTALECIMIENTO DE LA INDUSTRIA DEL PLASTICO,ALCANCE ESTATAL,ALCANCE ESTATAL,SEDESU,SEDESU,GEQ PA 2017,2017GEQ02096,11/14/2017,100000,0,0,100000,0,0,0,100000,100000,,,,\N,\N,TERMINADO,100,1,APOYOS,16,PERSONAS,ADMINISTRACION,FOMENTO A LA PRODUCCION Y PRODUCTIVIDAD,FOMENTO AL EMPLEO,FOMENTO AL EMPLEO,11/16/2017,ZONA URBANA,2017,DESARROLLO ECONOMICO Y SUSTENTABLE,SEDESU,589,PROGRAMA DE CAPACITACION PARA EMPRENDEDORES QUE INCURSIONAN EN EL UNIVERSO DE POLIMEROS PARA EL FORTALECIMIENTO DE LA INDUSTRIA DEL PLASTICO,100000,1161,100000,11/13/2017,0,100,0,0,0,0,0,0,0,\N,,,,,,,,,,,,165999460177,BANREGIO,42211F0288,PROGRAMA DE DESARROLLO ECONÓMICO,6,APOYOS ECONÓMICOS OTORGADOS A LAS EMPRESAS PARA INCREMENTAR SU PRODUCTIVIDAD,4,GESTIÓN Y FORMALIZACIÓN DE RECURSOS.,\N,F01,\N,100000,0,0,A,\N,DESARROLLO ECONOMICO,APOYO A EMPRESAS,"PROGRAMAS (FONDO DE COMPETITIVIDAD, FIPROE Y FORT. REGIONAL)",\N,07/23/2019,
1127,2017-01007,PROGRAMA DE DESARROLLO DE CAPACITACION EN RECICLADO Y EL REUSO DE MATERIALES DE ORIGEN DEL PETROLEO O POLIMEROS,ALCANCE ESTATAL,ALCANCE ESTATAL,SEDESU,SEDESU,GEQ PA 2017,2017GEQ02097,11/14/2017,150000,0,0,150000,0,0,0,150000,150000,,,,\N,\N,TERMINADO,100,1,APOYOS,25,PERSONAS,ADMINISTRACION,FOMENTO A LA PRODUCCION Y PRODUCTIVIDAD,FOMENTO AL EMPLEO,FOMENTO AL EMPLEO,11/16/2017,ZONA URBANA,2017,DESARROLLO ECONOMICO Y SUSTENTABLE,SEDESU,590,PROGRAMA DE DESARROLLO DE CAPACITACION EN RECICLADO Y EL REUSO DE MATERIALES DE ORIGEN DEL PETROLEO O POLIMEROS,150000,1163,150000,11/13/2017,0,100,0,0,0,0,0,0,0,\N,,,,,,,,,,,,165999460177,BANREGIO,42211F0288,PROGRAMA DE DESARROLLO ECONÓMICO,6,APOYOS ECONÓMICOS OTORGADOS A LAS EMPRESAS PARA INCREMENTAR SU PRODUCTIVIDAD,4,GESTIÓN Y FORMALIZACIÓN DE RECURSOS.,\N,F01,\N,150000,0,0,A,\N,DESARROLLO ECONOMICO,APOYO A EMPRESAS,"PROGRAMAS (FONDO DE COMPETITIVIDAD, FIPROE Y FORT. REGIONAL)",\N,07/23/2019,
1128,2017-01008,PROGRAMA DE CAPACITACION EN LA INDUSTRIA 4.0 EN EL ESTADO DE QUERETARO,ALCANCE ESTATAL,ALCANCE ESTATAL,SEDESU,SEDESU,GEQ PA 2017,2017GEQ02098,11/14/2017,125000,0,0,125000,0,0,0,125000,125000,,,,\N,\N,TERMINADO,100,1,APOYOS,13,PERSONAS,ADMINISTRACION,FOMENTO A LA PRODUCCION Y PRODUCTIVIDAD,FOMENTO AL EMPLEO,FOMENTO AL EMPLEO,11/16/2017,ZONA URBANA,2017,DESARROLLO ECONOMICO Y SUSTENTABLE,SEDESU,591,PROGRAMA DE CAPACITACION EN LA INDUSTRIA 4.0 EN EL ESTADO DE QUERETARO,125000,1165,125000,11/13/2017,0,100,0,0,0,0,0,0,0,\N,,,,,,,,,,,,165999460177,BANREGIO,42211F0288,PROGRAMA DE DESARROLLO ECONÓMICO,6,APOYOS ECONÓMICOS OTORGADOS A LAS EMPRESAS PARA INCREMENTAR SU PRODUCTIVIDAD,4,GESTIÓN Y FORMALIZACIÓN DE RECURSOS.,\N,F01,\N,125000,0,0,A,\N,DESARROLLO ECONOMICO,APOYO A EMPRESAS,"PROGRAMAS (FONDO DE COMPETITIVIDAD, FIPROE Y FORT. REGIONAL)",\N,07/23/2019,
1129,2017-01009,FORTALECIMIENTO DEL RECURSO HUMANO DEL SECTOR HOSPITALARIO,ALCANCE ESTATAL,ALCANCE ESTATAL,SEDESU,SEDESU,GEQ PA 2017,2017GEQ02099,11/14/2017,75000,0,0,75000,0,0,0,75000,75000,,,,\N,\N,TERMINADO,100,1,APOYOS,11,PERSONAS,ADMINISTRACION,FOMENTO A LA PRODUCCION Y PRODUCTIVIDAD,FOMENTO AL EMPLEO,FOMENTO AL EMPLEO,11/16/2017,ZONA URBANA,2017,DESARROLLO ECONOMICO Y SUSTENTABLE,SEDESU,595,FORTALECIMIENTO DEL RECURSO HUMANO DEL SECTOR HOSPITALARIO,75000,1166,75000,11/13/2017,0,100,0,0,0,0,0,0,0,\N,,,,,,,,,,,,165999460177,BANREGIO,42211F0288,PROGRAMA DE DESARROLLO ECONÓMICO,6,APOYOS ECONÓMICOS OTORGADOS A LAS EMPRESAS PARA INCREMENTAR SU PRODUCTIVIDAD,4,GESTIÓN Y FORMALIZACIÓN DE RECURSOS.,\N,F01,\N,75000,0,0,A,\N,DESARROLLO ECONOMICO,APOYO A EMPRESAS,"PROGRAMAS (FONDO DE COMPETITIVIDAD, FIPROE Y FORT. REGIONAL)",\N,07/23/2019,
1130,2017-01010,MAPEO DE CAPACIDADES DEL SECTOR DE TECNOLOGIA DE LA INFORMACION EN EL ESTADO DE QUERETARO,ALCANCE ESTATAL,ALCANCE ESTATAL,SEDESU,SEDESU,GEQ PA 2017,2017GEQ02100,11/14/2017,60000,0,0,60000,0,0,0,60000,60000,,,,\N,\N,TERMINADO,100,1,APOYOS,80,PERSONAS,ADMINISTRACION,FOMENTO A LA PRODUCCION Y PRODUCTIVIDAD,FOMENTO AL EMPLEO,FOMENTO AL EMPLEO,11/16/2017,ZONA URBANA,2017,DESARROLLO ECONOMICO Y SUSTENTABLE,SEDESU,596,MAPEO DE CAPACIDADES DEL SECTOR DE TECNOLOGIA DE LA INFORMACION EN EL ESTADO DE QUERETARO,60000,1167,60000,11/13/2017,0,100,0,0,0,0,0,0,0,\N,,,,,,,,,,,,165999460177,BANREGIO,42211F0288,PROGRAMA DE DESARROLLO ECONÓMICO,6,APOYOS ECONÓMICOS OTORGADOS A LAS EMPRESAS PARA INCREMENTAR SU PRODUCTIVIDAD,4,GESTIÓN Y FORMALIZACIÓN DE RECURSOS.,\N,F01,\N,60000,0,0,A,\N,DESARROLLO ECONOMICO,APOYO A EMPRESAS,"PROGRAMAS (FONDO DE COMPETITIVIDAD, FIPROE Y FORT. REGIONAL)",\N,07/23/2019,
1131,2017-01011,ESTUDIO PARA LA PLANEACIÓN PRODUCTIVA EN LOS MUNICIPIOS DE AMEALCO DE BONFIL Y HUIMILPAN.,ALCANCE REGIONAL,ALCANCE REGIONAL,SEDEA,SEDEA,GEQ PA 2017,2017GEQ02101,11/14/2017,500000,0,0,500000,0,0,0,500000,500000,,,,\N,\N,TERMINADO,100,1,ESTUDIOS,220,PERSONAS,ADMINISTRACION,DESARROLLO AGROPECUARIO,DESARROLLO AGROPECUARIO,DESARROLLO AGROPECUARIO,12/05/2017,ZONA URBANA,2017,DESARROLLO AGROPECUARIO,SEDEA,598,ESTUDIO PARA LA PLANEACIÓN PRODUCTIVA EN LOS MUNICIPIOS DE AMEALCO DE BONFIL Y HUIMILPAN.,500000,1186,500000,11/13/2017,0,100,0,0,0,0,0,0,0,\N,,,,,,,,,,,,165999460177,BANREGIO,42241F0146,"PROGRAMA DE FOMENTO AL DESARROLLO AGROPECUARIO, FORESTAL Y PESCA",6,INFRAESTRUCTURA AGROPECUARIA,2,APOYO Y/O EJECUCIÓN DE OBRAS DE INFRAESTRUCTURA AGROPECUARIA.,\N,F01,\N,500000,0,0,A,\N,DESARROLLO AGROPECUARIO,APOYO A PRODUCTORES,PROGRAMAS SEDEA ESTATALES,\N,07/23/2019,
1132,2017-01012,APOYO A PRODUCTORES PARA EL DESARROLLO AGROPECUARIO.,ALCANCE ESTATAL,ALCANCE ESTATAL,SEDEA,SEDEA,GEQ PA 2017,2017GEQ02102,11/14/2017,9000000,0,0,9000000,0,0,0,9000000,9000000,,,,\N,\N,TERMINADO,100,14,APOYOS,10232,PERSONAS,ADMINISTRACION,DESARROLLO AGROPECUARIO,DESARROLLO AGROPECUARIO,DESARROLLO AGROPECUARIO,12/22/2017,ZONA URBANA,2017,DESARROLLO AGROPECUARIO,SEDEA,600,APOYO A PRODUCTORES PARA EL DESARROLLO AGROPECUARIO.,9000000,1188,9000000,11/13/2017,0,100,0,0,0,0,0,0,0,\N,,,,,,,,,,,,165999460177,BANREGIO,42241F0146,"PROGRAMA DE FOMENTO AL DESARROLLO AGROPECUARIO, FORESTAL Y PESCA",3,BIENES Y SERVICIOS PARA EL DESARROLLO RURAL SUSTENTABLE ENTREGADOS.,5,"ENTREGA DE INCENTIVOS, OBRAS Y/O ACCIONES.",\N,F01,\N,9000000,0,0,A,\N,DESARROLLO AGROPECUARIO,APOYO A PRODUCTORES,PROGRAMAS SEDEA ESTATALES,\N,07/23/2019,
1133,2017-01013,APOYO AL GRUPO ECOLÓGICO SIERRA GORDA I.A.P. PARA LA RECUPERACIÓN DE SUELOS MEDIANTE PRÁCTICAS REGENERATIVAS.,ALCANCE REGIONAL,ALCANCE REGIONAL,SEDEA,SEDEA,GEQ PA 2017,2017GEQ02103,11/14/2017,1000000,0,0,1000000,0,0,0,1000000,1000000,,,,\N,\N,TERMINADO,100,1,APOYOS,300,PERSONAS,ADMINISTRACION,DESARROLLO AGROPECUARIO,DESARROLLO AGROPECUARIO,DESARROLLO AGROPECUARIO,11/27/2017,ZONA URBANA,2017,DESARROLLO AGROPECUARIO,SEDEA,601,APOYO AL GRUPO ECOLÓGICO SIERRA GORDA I.A.P. PARA LA RECUPERACIÓN DE SUELOS MEDIANTE PRÁCTICAS REGENERATIVAS.,1000000,1203,1000000,11/13/2017,0,100,0,0,0,0,0,0,0,\N,,,,,,,,,,,,165999460177,BANREGIO,42241F0146,"PROGRAMA DE FOMENTO AL DESARROLLO AGROPECUARIO, FORESTAL Y PESCA",3,BIENES Y SERVICIOS PARA EL DESARROLLO RURAL SUSTENTABLE ENTREGADOS.,5,"ENTREGA DE INCENTIVOS, OBRAS Y/O ACCIONES.",\N,F01,\N,1000000,0,0,A,\N,DESARROLLO AGROPECUARIO,APOYO A PRODUCTORES,PROGRAMAS SEDEA ESTATALES,\N,07/23/2019,
1134,2017-01014,"ESTUDIOS DE TRÁNSITO PARA EL PROYECTO EJECUTIVO DE OPTIMIZACIÓN Y FORTALECIMIENTO DE CAPACIDAD VIAL PARA EL ACCESO A HOSPITAL GENERAL DE QUERÉTARO, QRO.",QUERETARO,SANTIAGO DE QUERETARO,SDUOP,SESEQ,ISN EMPRESA,2018GEQ00088,01/24/2018,167013.48,238590.69,0,167013.48,0,0,0,167013.48,167013.48,PROFESIONALES EN INFRAESTRUCTURA S.A. DE C.V.,PIN090630AB1,SDUOP-SPC-EST-051-LP-0-SR-12-2017,12/13/2017,01/11/2018,TERMINADO,10,1,INFORME,555762,PERSONAS,CONTRATO,INFRAESTRUCTURA HOSPITALARIA,CONSTRUCCION,CONSTRUCCION,02/01/2018,ZONA URBANA,2017,SALUD,SALUD,1215,"ESTUDIOS DE TRÁNSITO PARA EL PROYECTO EJECUTIVO DE OPTIMIZACIÓN Y FORTALECIMIENTO DE CAPACIDAD VIAL PARA EL ACCESO A HOSPITAL GENERAL DE QUERÉTARO, QRO.",167013.48,1228,238590.69,01/24/2018,0,100,0,0,0,238590.69,0,30,71577.2,06/12/2017,LICITACIÓN PÚBLICA,,,,,,,,,,,65502431306,SANTANDER,43341B0051,PROGRAMA DE CONSTRUCCIÓN DE OBRA PÚBLICA Y MOVILIDAD SUSTENTABLE,1,"CONSTRUCCIÓN, MEJORAMIENTO, REHABILITACIÓN Y MANTENIMIENTO DE OBRAS PÚBLICAS",1,"ELABORACIÓN DE PROYECTOS CONSTRUCCIÓN, MEJORAMIENTO, REHABILITACIÓN Y MANTENIMIENTO DE OBRAS PÚBLICAS",\N,21E,\N,167013.48,0,0,O,02/10/2018,SALUD,INFRAESTRUCTURA EN SALUD,PROYECTO,\N,07/23/2019,
1135,2017-01014,"ESTUDIOS DE TRÁNSITO PARA EL PROYECTO EJECUTIVO DE OPTIMIZACIÓN Y FORTALECIMIENTO DE CAPACIDAD VIAL PARA EL ACCESO A HOSPITAL GENERAL DE QUERÉTARO, QRO.",QUERETARO,SANTIAGO DE QUERETARO,SDUOP,SESEQ,GEQ PA 2017,2018GEQ00088,01/24/2018,71577.21,238590.69,0,71577.21,0,0,0,71577.21,71577.21,PROFESIONALES EN INFRAESTRUCTURA S.A. DE C.V.,PIN090630AB1,SDUOP-SPC-EST-051-LP-0-SR-12-2017,12/13/2017,01/11/2018,TERMINADO,10,1,INFORME,555762,PERSONAS,CONTRATO,INFRAESTRUCTURA HOSPITALARIA,CONSTRUCCION,CONSTRUCCION,02/01/2018,ZONA URBANA,2017,SALUD,SALUD,602,"ESTUDIOS DE TRÁNSITO PARA EL PROYECTO EJECUTIVO DE OPTIMIZACIÓN Y FORTALECIMIENTO DE CAPACIDAD VIAL PARA EL ACCESO A HOSPITAL GENERAL DE QUERÉTARO, QRO.",71577.21,1228,238590.69,11/14/2017,0,100,0,0,0,238590.69,0,30,71577.2,06/12/2017,LICITACIÓN PÚBLICA,,,,,,,,,,,165999460177,BANREGIO,43341B0051,PROGRAMA DE CONSTRUCCIÓN DE OBRA PÚBLICA Y MOVILIDAD SUSTENTABLE,1,"CONSTRUCCIÓN, MEJORAMIENTO, REHABILITACIÓN Y MANTENIMIENTO DE OBRAS PÚBLICAS",1,"ELABORACIÓN DE PROYECTOS CONSTRUCCIÓN, MEJORAMIENTO, REHABILITACIÓN Y MANTENIMIENTO DE OBRAS PÚBLICAS",\N,F01,2.00,71577.21,0,0,O,02/10/2018,SALUD,INFRAESTRUCTURA EN SALUD,PROYECTO,\N,07/23/2019,
1136,2017-01015,FORTALECIMIENTO REGIONAL DEL ESTADO DE QUERÉTARO -COMITÉ-5,ALCANCE ESTATAL,ALCANCE ESTATAL,SEDESU,SEDESU,GEQ PA 2017,2017GEQ02156,11/15/2017,1215621.04,0,0,1215621.04,0,0,0,1215621.04,1215621.04,,,,\N,\N,TERMINADO,100,33,APOYOS,83,PERSONAS,ADMINISTRACION,FOMENTO A LA PRODUCCION Y PRODUCTIVIDAD,FOMENTO AL EMPLEO,FOMENTO AL EMPLEO,12/20/2017,ZONA URBANA,2017,DESARROLLO ECONOMICO Y SUSTENTABLE,SEDESU,604,FORTALECIMIENTO REGIONAL DEL ESTADO DE QUERÉTARO -COMITÉ-5,1215621.04,1254,1215621.04,11/15/2017,0,100,0,0,0,0,0,0,0,\N,,,,,,,,,,,,165999460177,BANREGIO,42211F0288,PROGRAMA DE DESARROLLO ECONÓMICO,1,APOYOS ECONÓMICOS ENTREGADOS PARA LA ATRACCIÓN DE NUEVAS EMPRESAS,3,ENTREGAR LOS APOYOS.,\N,F01,\N,1215621.04,0,0,A,\N,DESARROLLO ECONOMICO,APOYO A EMPRENDEDORES,"PROGRAMAS (FONDO DE COMPETITIVIDAD, FIPROE Y FORT. REGIONAL)",\N,07/23/2019,
1137,2017-01017,FORTALECIMIENTO FINANCIERO (CEIQ ETAPA II),ALCANCE ESTATAL,ALCANCE ESTATAL,CEIQ,CEIQ,G.E.Q. OYA 2017,2017GEQ02157,11/15/2017,20000000,0,0,20000000,0,0,0,20000000,20000000,,,,\N,\N,TERMINADO,100,1,TRANSFERENCIA,1,PERSONAS,ADMINISTRACION,TRANSFERENCIAS,TRANSFERENCIAS,TRANSFERENCIAS,11/21/2017,ZONA URBANA,2017,TRANSFERENCIAS,CEIQ,603,FORTALECIMIENTO FINANCIERO (CEIQ ETAPA II),20000000,1256,20000000,11/15/2017,0,100,0,0,0,0,0,0,0,\N,,,,,,,,,,,,4014610950,HSBC,45511K0616,FORTALECIMIENTO INSTITUCIONAL,1,FORTALECIMIENTO INSTITUCIONAL,1,REFORZAR LOS FINES Y OBJETIVOS DE LOS ENTES PÚBLICOS,\N,20G,\N,20000000,0,0,T,\N,INFRAESTRUCTURA,MATENIMIENTO Y CONSERVACIÓN,,\N,07/23/2019,
1138,2017-01018,"ESTUDIO DE MÉCANICA DE SUELOS PARA LA CONSTRUCCIÓN Y DISEÑO DE EMPEDRADOS EN DIFERENTES COMUNIDADES DE LOS MUNICIPIOS DE QUERETARO Y EZEQUIEL MONTES, QUERÉTARO. ",ALCANCE ESTATAL,ALCANCE ESTATAL,SDUOP,SEDESOQ,ISN EMPRESA,2018GEQ00089,01/24/2018,213633.35,305190.5,0,213633.35,0,0,0,213633.35,213633.34,GOMEZ SANCHEZ JAVIER ALEJANDRO,GOSJ770418NH9,SDUOP-SPC-EST-050-AD-0-SR-11-2017,12/06/2017,02/03/2018,TERMINADO,100,1,ESTUDIOS,1000,PERSONAS,CONTRATO,URBANIZACION,CONSTRUCCION DE CALLES,CONSTRUCCION DE CALLES,03/27/2018,ZONA URBANA,2017,DESARROLLO URBANO,SDUOP,1216,"ESTUDIO DE MÉCANICA DE SUELOS PARA LA CONSTRUCCIÓN Y DISEÑO DE EMPEDRADOS EN DIFERENTES COMUNIDADES DE LOS MUNICIPIOS DE QUERETARO Y EZEQUIEL MONTES, QUERÉTARO. ",213633.35,526,305190.5,01/24/2018,0,100,0,0,0,305190.5,0,30,91557.15,29/11/2017,ASIGNACIÓN DIRECTA,,,,,,,,,,,65502431306,SANTANDER,43341B0051,PROGRAMA DE CONSTRUCCIÓN DE OBRA PÚBLICA Y MOVILIDAD SUSTENTABLE,3,SERVICIOS DE GESTIÓN DE APOYO ADMINISTRATIVO REALIZADOS EN LA SECRETARÍA DE DESARROLLO URBANO Y OBRAS PÚBLICAS,1,ACTIVIDADES Y SERVICIOS GENERALES DE APOYO ADMINISTRATIVO PARA LA SECRETARÍA,04/11/2018,21E,\N,213633.34,0,0.01,O,03/05/2018,INFRAESTRUCTURA,URBANIZACIÓN,HOMBRO CON HOMBRO EZEQUIEL MONTES,\N,07/23/2019,
